bib_id	sequence	mrcfield	dz	rawfield
6268781	X35	650	http://id.worldcat.org/fast/fst00943533	=650  \7$aGlobalization$xEconomic aspects$2fast$0http://id.worldcat.org/fast/fst00943533
6268781	X36	650	http://id.worldcat.org/fast/fst00976891	=650  \7$aInternational economic relations$2fast$0http://id.worldcat.org/fast/fst00976891
6268781	X37	650	http://id.worldcat.org/fast/fst00977065	=650  \7$aInternational relations$xEconomic aspects$2fast$0http://id.worldcat.org/fast/fst00977065
6268781	X38	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6268781	X38	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6268787	X17	100	http://id.loc.gov/authorities/names/no2007091356	=100  1\$aZahra, Tara.$0http://id.loc.gov/authorities/names/no2007091356$0http://viaf.org/viaf/17008672
6268787	X17	100	http://viaf.org/viaf/17008672	=100  1\$aZahra, Tara.$0http://id.loc.gov/authorities/names/no2007091356$0http://viaf.org/viaf/17008672
6268787	X30	650	http://id.worldcat.org/fast/fst00855230	=650  \7$aChildren and politics$2fast$0http://id.worldcat.org/fast/fst00855230
6268787	X31	650	http://id.worldcat.org/fast/fst00854942	=650  \7$aChildren$xGovernment policy$2fast$0http://id.worldcat.org/fast/fst00854942
6268787	X32	650	http://id.worldcat.org/fast/fst00916005	=650  \7$aEthnic relations$2fast$0http://id.worldcat.org/fast/fst00916005
6268787	X33	650	http://id.worldcat.org/fast/fst00942136	=650  \7$aGermans$xPolitics and government$2fast$0http://id.worldcat.org/fast/fst00942136
6268787	X34	650	http://id.worldcat.org/fast/fst01033832	=650  \7$aNationalism$2fast$0http://id.worldcat.org/fast/fst01033832
6268787	X35	650	http://id.worldcat.org/fast/fst01069781	=650  \7$aPolitical science$2fast$0http://id.worldcat.org/fast/fst01069781
6268787	X36	651	http://id.worldcat.org/fast/fst01243096	=651  \7$aCzech Republic$zBohemia$2fast$0http://id.worldcat.org/fast/fst01243096
6268787	X37	655	http://id.worldcat.org/fast/fst01411628	=655  \7$aHistory$2fast$0http://id.worldcat.org/fast/fst01411628
6268791	X18	100	http://id.loc.gov/authorities/names/n82241153	=100  1\$aMcKivigan, John R.,$d1949-$0http://id.loc.gov/authorities/names/n82241153$0http://viaf.org/viaf/269875928
6268791	X18	100	http://viaf.org/viaf/269875928	=100  1\$aMcKivigan, John R.,$d1949-$0http://id.loc.gov/authorities/names/n82241153$0http://viaf.org/viaf/269875928
6268791	X24	600	http://id.loc.gov/authorities/names/nr90008614	=600  10$aRedpath, James,$d1833-1891.$0http://id.loc.gov/authorities/names/nr90008614$0http://viaf.org/viaf/52024645
6268791	X24	600	http://viaf.org/viaf/52024645	=600  10$aRedpath, James,$d1833-1891.$0http://id.loc.gov/authorities/names/nr90008614$0http://viaf.org/viaf/52024645
6268791	X25	650	http://id.loc.gov/authorities/subjects/sh2010113280	=650  \0$aSocial reformers$zUnited States$vBiography.$0http://id.loc.gov/authorities/subjects/sh2010113280
6268791	X26	650	http://id.loc.gov/authorities/subjects/sh2008106101	=650  \0$aJournalists$zUnited States$vBiography.$0http://id.loc.gov/authorities/subjects/sh2008106101
6268791	X27	650	http://id.loc.gov/authorities/subjects/sh2007100460	=650  \0$aAbolitionists$zUnited States$vBiography.$0http://id.loc.gov/authorities/subjects/sh2007100460
6268791	X28	610	http://id.loc.gov/authorities/names/nr94015371	=610  20$aRedpath Lyceum Bureau.$0http://id.loc.gov/authorities/names/nr94015371
6268791	X29	651	http://id.loc.gov/authorities/subjects/sh85140438	=651  \0$aUnited States$xPolitics and government$y1849-1877.$0http://id.loc.gov/authorities/subjects/sh85140438
6268791	X30	600	http://id.worldcat.org/fast/fst00270709	=600  17$aRedpath, James,$d1833-1891$2fast$0http://id.worldcat.org/fast/fst00270709$0http://viaf.org/viaf/52024645
6268791	X30	600	http://viaf.org/viaf/52024645	=600  17$aRedpath, James,$d1833-1891$2fast$0http://id.worldcat.org/fast/fst00270709$0http://viaf.org/viaf/52024645
6268791	X31	610	http://id.worldcat.org/fast/fst00697196	=610  27$aRedpath Lyceum Bureau$2fast$0http://id.worldcat.org/fast/fst00697196
6268791	X33	650	http://id.worldcat.org/fast/fst00794478	=650  \7$aAbolitionists$2fast$0http://id.worldcat.org/fast/fst00794478
6268791	X34	650	http://id.worldcat.org/fast/fst00984188	=650  \7$aJournalists$2fast$0http://id.worldcat.org/fast/fst00984188
6268791	X35	650	http://id.worldcat.org/fast/fst01069781	=650  \7$aPolitical science$2fast$0http://id.worldcat.org/fast/fst01069781
6268791	X36	650	http://id.worldcat.org/fast/fst01122841	=650  \7$aSocial reformers$2fast$0http://id.worldcat.org/fast/fst01122841
6268791	X37	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6268791	X37	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6268791	X38	655	http://id.worldcat.org/fast/fst01423686	=655  \7$aBiography$2fast$0http://id.worldcat.org/fast/fst01423686
6269855	X17	100	http://id.loc.gov/authorities/names/n91060762	=100  1\$aWalter, Andrew,$d1961-$0http://id.loc.gov/authorities/names/n91060762$0http://viaf.org/viaf/73914047
6269855	X17	100	http://viaf.org/viaf/73914047	=100  1\$aWalter, Andrew,$d1961-$0http://id.loc.gov/authorities/names/n91060762$0http://viaf.org/viaf/73914047
6269855	X24	630	http://id.loc.gov/authorities/names/no2010160689	=630  00$aInternational financial reporting standards.$0http://id.loc.gov/authorities/names/no2010160689$0http://viaf.org/viaf/174083655
6269855	X24	630	http://viaf.org/viaf/174083655	=630  00$aInternational financial reporting standards.$0http://id.loc.gov/authorities/names/no2010160689$0http://viaf.org/viaf/174083655
6269855	X28	650	http://id.loc.gov/authorities/subjects/sh2009118326	=650  \0$aCorporate governance$zKorea (South)$0http://id.loc.gov/authorities/subjects/sh2009118326
6269855	X31	630	http://id.worldcat.org/fast/fst01784724	=630  07$aInternational financial reporting standards.$2fast$0http://id.worldcat.org/fast/fst01784724$0http://viaf.org/viaf/174083655
6269855	X31	630	http://viaf.org/viaf/174083655	=630  07$aInternational financial reporting standards.$2fast$0http://id.worldcat.org/fast/fst01784724$0http://viaf.org/viaf/174083655
6269855	X32	650	http://id.worldcat.org/fast/fst00795458	=650  \7$aAccounting$xStandards.$2fast$0http://id.worldcat.org/fast/fst00795458
6269855	X33	650	http://id.worldcat.org/fast/fst00879649	=650  \7$aCorporate governance.$2fast$0http://id.worldcat.org/fast/fst00879649
6269855	X34	650	http://id.worldcat.org/fast/fst00924693	=650  \7$aFinancial institutions$xState supervision.$2fast$0http://id.worldcat.org/fast/fst00924693
6269855	X35	651	http://id.worldcat.org/fast/fst01206791	=651  \7$aKorea (South)$2fast$0http://id.worldcat.org/fast/fst01206791$0http://id.loc.gov/authorities/names/n79126802
6269855	X35	651	http://id.loc.gov/authorities/names/n79126802	=651  \7$aKorea (South)$2fast$0http://id.worldcat.org/fast/fst01206791$0http://id.loc.gov/authorities/names/n79126802
6269855	X36	651	http://id.worldcat.org/fast/fst01240499	=651  \7$aSoutheast Asia.$2fast$0http://id.worldcat.org/fast/fst01240499$0http://id.loc.gov/authorities/subjects/sh85008627
6269855	X36	651	http://id.loc.gov/authorities/subjects/sh85008627	=651  \7$aSoutheast Asia.$2fast$0http://id.worldcat.org/fast/fst01240499$0http://id.loc.gov/authorities/subjects/sh85008627
6269856	X23	100	http://id.loc.gov/authorities/names/n80060883	=100  1\$aBonacich, Edna.$0http://id.loc.gov/authorities/names/n80060883$0http://viaf.org/viaf/51780988
6269856	X23	100	http://viaf.org/viaf/51780988	=100  1\$aBonacich, Edna.$0http://id.loc.gov/authorities/names/n80060883$0http://viaf.org/viaf/51780988
6269856	X34	650	http://id.loc.gov/authorities/subjects/sh85020264	=650  \0$aCargo handling.$0http://id.loc.gov/authorities/subjects/sh85020264
6269856	X41	650	http://id.worldcat.org/fast/fst00842759	=650  \7$aBusiness logistics.$2fast$0http://id.worldcat.org/fast/fst00842759
6269856	X42	650	http://id.worldcat.org/fast/fst00847377	=650  \7$aCargo handling.$2fast$0http://id.worldcat.org/fast/fst00847377
6269856	X43	650	http://id.worldcat.org/fast/fst01430132	=650  \7$aContainer terminals.$2fast$0http://id.worldcat.org/fast/fst01430132
6269856	X44	650	http://id.worldcat.org/fast/fst01116352	=650  \7$aShipping.$2fast$0http://id.worldcat.org/fast/fst01116352
6269856	X45	650	http://id.worldcat.org/fast/fst01154995	=650  \7$aTransport workers.$2fast$0http://id.worldcat.org/fast/fst01154995
6269856	X46	651	http://id.worldcat.org/fast/fst01206254	=651  \7$aCalifornia$zLong Beach.$2fast$0http://id.worldcat.org/fast/fst01206254
6269856	X47	651	http://id.worldcat.org/fast/fst01204540	=651  \7$aCalifornia$zLos Angeles.$2fast$0http://id.worldcat.org/fast/fst01204540
6269856	X62	650	http://d-nb.info/gnd/4334629-7	=650  07$aContainerschifffahrt.$0http://d-nb.info/gnd/4334629-7$2gnd
6269856	X63	650	http://d-nb.info/gnd/4022863-0	=650  07$aHafenarbeiter.$0http://d-nb.info/gnd/4022863-0$2gnd
6269856	X64	650	http://d-nb.info/gnd/4061609-5	=650  07$aUmschlag (Transport)$0http://d-nb.info/gnd/4061609-5$2gnd
6269856	X65	700	http://id.loc.gov/authorities/names/no2007078264	=700  1\$aWilson, Jake B.$0http://id.loc.gov/authorities/names/no2007078264$0http://viaf.org/viaf/53930494
6269856	X65	700	http://viaf.org/viaf/53930494	=700  1\$aWilson, Jake B.$0http://id.loc.gov/authorities/names/no2007078264$0http://viaf.org/viaf/53930494
6269857	X18	100	http://id.loc.gov/authorities/names/no2007086411	=100  1\$aAldrich, Daniel P.$0http://id.loc.gov/authorities/names/no2007086411$0http://viaf.org/viaf/36700664
6269857	X18	100	http://viaf.org/viaf/36700664	=100  1\$aAldrich, Daniel P.$0http://id.loc.gov/authorities/names/no2007086411$0http://viaf.org/viaf/36700664
6269857	X24	650	http://id.loc.gov/authorities/subjects/sh2008104465	=650  \0$aIndustrial location$zJapan.$0http://id.loc.gov/authorities/subjects/sh2008104465
6269857	X25	650	http://id.loc.gov/authorities/subjects/sh2008123394	=650  \0$aIndustrial location$zFrance.$0http://id.loc.gov/authorities/subjects/sh2008123394
6269857	X26	650	http://id.loc.gov/authorities/subjects/sh2008104466	=650  \0$aIndustrial policy$zJapan.$0http://id.loc.gov/authorities/subjects/sh2008104466
6269857	X27	650	http://id.loc.gov/authorities/subjects/sh2008104468	=650  \0$aIndustrial policy$zFrance.$0http://id.loc.gov/authorities/subjects/sh2008104468
6269857	X28	650	http://id.worldcat.org/fast/fst00971222	=650  \7$aIndustrial location$2fast$0http://id.worldcat.org/fast/fst00971222
6269857	X29	650	http://id.worldcat.org/fast/fst00971433	=650  \7$aIndustrial policy$2fast$0http://id.worldcat.org/fast/fst00971433
6269857	X30	651	http://id.worldcat.org/fast/fst01204289	=651  \7$aFrance$2fast$0http://id.worldcat.org/fast/fst01204289$0http://id.loc.gov/authorities/names/n79006404
6269857	X30	651	http://id.loc.gov/authorities/names/n79006404	=651  \7$aFrance$2fast$0http://id.worldcat.org/fast/fst01204289$0http://id.loc.gov/authorities/names/n79006404
6269857	X31	651	http://id.worldcat.org/fast/fst01204082	=651  \7$aJapan$2fast$0http://id.worldcat.org/fast/fst01204082$0http://id.loc.gov/authorities/names/n78089021
6269857	X31	651	http://id.loc.gov/authorities/names/n78089021	=651  \7$aJapan$2fast$0http://id.worldcat.org/fast/fst01204082$0http://id.loc.gov/authorities/names/n78089021
6276535	X19	100	http://id.loc.gov/authorities/names/n82151871	=100  1\$aSiegelbaum, Lewis H.$0http://id.loc.gov/authorities/names/n82151871$0http://viaf.org/viaf/94726285
6276535	X19	100	http://viaf.org/viaf/94726285	=100  1\$aSiegelbaum, Lewis H.$0http://id.loc.gov/authorities/names/n82151871$0http://viaf.org/viaf/94726285
6276535	X26	650	http://id.worldcat.org/fast/fst00822961	=650  \7$aAutomobile industry and trade$2fast$0http://id.worldcat.org/fast/fst00822961
6276535	X27	650	http://id.worldcat.org/fast/fst00823232	=650  \7$aAutomobiles$2fast$0http://id.worldcat.org/fast/fst00823232
6276535	X28	651	http://id.worldcat.org/fast/fst01210281	=651  \7$aSoviet Union$2fast$0http://id.worldcat.org/fast/fst01210281$0http://id.loc.gov/authorities/names/n80126312
6276535	X28	651	http://id.loc.gov/authorities/names/n80126312	=651  \7$aSoviet Union$2fast$0http://id.worldcat.org/fast/fst01210281$0http://id.loc.gov/authorities/names/n80126312
6276535	X29	655	http://id.worldcat.org/fast/fst01411628	=655  \7$aHistory$2fast$0http://id.worldcat.org/fast/fst01411628
6276543	X15	100	http://id.loc.gov/authorities/names/no2007118182	=100  1\$aDownes, Alexander B.,$d1969-$0http://id.loc.gov/authorities/names/no2007118182$0http://viaf.org/viaf/44631948
6276543	X15	100	http://viaf.org/viaf/44631948	=100  1\$aDownes, Alexander B.,$d1969-$0http://id.loc.gov/authorities/names/no2007118182$0http://viaf.org/viaf/44631948
6276543	X27	650	http://id.loc.gov/authorities/subjects/sh85085216	=650  \0$aMilitary history, Modern$y20th century.$0http://id.loc.gov/authorities/subjects/sh85085216
6276543	X29	650	http://id.worldcat.org/fast/fst01736162	=650  \7$aCivilian war casualties$2fast$0http://id.worldcat.org/fast/fst01736162
6276543	X30	650	http://id.worldcat.org/fast/fst01021239	=650  \7$aMilitary history, Modern$2fast$0http://id.worldcat.org/fast/fst01021239
6276543	X31	650	http://id.worldcat.org/fast/fst01069964	=650  \7$aPolitics and war$2fast$0http://id.worldcat.org/fast/fst01069964
6276543	X32	650	http://id.worldcat.org/fast/fst01170447	=650  \7$aWar and society$2fast$0http://id.worldcat.org/fast/fst01170447
6276543	X33	650	http://id.worldcat.org/fast/fst01170689	=650  \7$aWar victims$2fast$0http://id.worldcat.org/fast/fst01170689
6276543	X34	655	http://id.worldcat.org/fast/fst01411628	=655  \7$aHistory$2fast$0http://id.worldcat.org/fast/fst01411628
6276547	X17	100	http://id.loc.gov/authorities/names/no2005046897	=100  1\$aCooley, Alexander,$d1972-$0http://id.loc.gov/authorities/names/no2005046897$0http://viaf.org/viaf/36648938
6276547	X17	100	http://viaf.org/viaf/36648938	=100  1\$aCooley, Alexander,$d1972-$0http://id.loc.gov/authorities/names/no2005046897$0http://viaf.org/viaf/36648938
6276547	X24	651	http://id.loc.gov/authorities/subjects/sh85139833	=651  \0$aUnited States$xArmed Forces$zForeign countries.$0http://id.loc.gov/authorities/subjects/sh85139833
6276547	X25	650	http://id.worldcat.org/fast/fst00814586	=650  \7$aArmed Forces$2fast$0http://id.worldcat.org/fast/fst00814586
6276547	X26	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6276547	X26	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6276568	X25	651	http://id.loc.gov/authorities/subjects/sh2008103355	=651  \0$aEurope$xForeign relations$zUnited States.$0http://id.loc.gov/authorities/subjects/sh2008103355
6276568	X25	651	http://id.loc.gov/authorities/subjects/sh2008103355	=651  \0$aEurope$xForeign relations$zUnited States.$0http://id.loc.gov/authorities/subjects/sh2008103355
6276568	X26	651	http://id.loc.gov/authorities/subjects/sh2007100023	=651  \0$aUnited States$xForeign relations$zEurope.$0http://id.loc.gov/authorities/subjects/sh2007100023
6276568	X26	651	http://id.loc.gov/authorities/subjects/sh2007100023	=651  \0$aUnited States$xForeign relations$zEurope.$0http://id.loc.gov/authorities/subjects/sh2007100023
6276568	X27	650	http://id.worldcat.org/fast/fst01907412	=650  \7$aDiplomatic relations$2fast$0http://id.worldcat.org/fast/fst01907412
6276568	X27	650	http://id.worldcat.org/fast/fst01907412	=650  \7$aDiplomatic relations$2fast$0http://id.worldcat.org/fast/fst01907412
6276568	X28	651	http://id.worldcat.org/fast/fst01245064	=651  \7$aEurope$2fast$0http://id.worldcat.org/fast/fst01245064$0http://id.loc.gov/authorities/subjects/sh85045631
6276568	X28	651	http://id.loc.gov/authorities/subjects/sh85045631	=651  \7$aEurope$2fast$0http://id.worldcat.org/fast/fst01245064$0http://id.loc.gov/authorities/subjects/sh85045631
6276568	X28	651	http://id.worldcat.org/fast/fst01245064	=651  \7$aEurope$2fast$0http://id.worldcat.org/fast/fst01245064$0http://id.loc.gov/authorities/subjects/sh85045631
6276568	X28	651	http://id.loc.gov/authorities/subjects/sh85045631	=651  \7$aEurope$2fast$0http://id.worldcat.org/fast/fst01245064$0http://id.loc.gov/authorities/subjects/sh85045631
6276568	X29	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6276568	X29	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6276568	X29	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6276568	X29	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6276568	X30	700	http://id.loc.gov/authorities/names/n91088601	=700  1\$aAnderson, Jeffrey J.$0http://id.loc.gov/authorities/names/n91088601$0http://viaf.org/viaf/56679489
6276568	X30	700	http://viaf.org/viaf/56679489	=700  1\$aAnderson, Jeffrey J.$0http://id.loc.gov/authorities/names/n91088601$0http://viaf.org/viaf/56679489
6276568	X30	700	http://id.loc.gov/authorities/names/n91088601	=700  1\$aAnderson, Jeffrey J.$0http://id.loc.gov/authorities/names/n91088601$0http://viaf.org/viaf/56679489
6276568	X30	700	http://viaf.org/viaf/56679489	=700  1\$aAnderson, Jeffrey J.$0http://id.loc.gov/authorities/names/n91088601$0http://viaf.org/viaf/56679489
6276568	X31	700	http://id.loc.gov/authorities/names/n88047130	=700  1\$aIkenberry, G. John.$0http://id.loc.gov/authorities/names/n88047130$0http://viaf.org/viaf/85273131
6276568	X31	700	http://viaf.org/viaf/85273131	=700  1\$aIkenberry, G. John.$0http://id.loc.gov/authorities/names/n88047130$0http://viaf.org/viaf/85273131
6276568	X31	700	http://id.loc.gov/authorities/names/n88047130	=700  1\$aIkenberry, G. John.$0http://id.loc.gov/authorities/names/n88047130$0http://viaf.org/viaf/85273131
6276568	X31	700	http://viaf.org/viaf/85273131	=700  1\$aIkenberry, G. John.$0http://id.loc.gov/authorities/names/n88047130$0http://viaf.org/viaf/85273131
6276568	X32	700	http://id.loc.gov/authorities/names/n82212354	=700  1\$aRisse, Thomas,$d1955-$0http://id.loc.gov/authorities/names/n82212354$0http://viaf.org/viaf/7493533
6276568	X32	700	http://viaf.org/viaf/7493533	=700  1\$aRisse, Thomas,$d1955-$0http://id.loc.gov/authorities/names/n82212354$0http://viaf.org/viaf/7493533
6276568	X32	700	http://id.loc.gov/authorities/names/n82212354	=700  1\$aRisse, Thomas,$d1955-$0http://id.loc.gov/authorities/names/n82212354$0http://viaf.org/viaf/7493533
6276568	X32	700	http://viaf.org/viaf/7493533	=700  1\$aRisse, Thomas,$d1955-$0http://id.loc.gov/authorities/names/n82212354$0http://viaf.org/viaf/7493533
6276576	X16	100	http://id.loc.gov/authorities/names/n2004140685	=100  1\$aWoll, Cornelia.$0http://id.loc.gov/authorities/names/n2004140685$0http://viaf.org/viaf/32243844
6276576	X16	100	http://viaf.org/viaf/32243844	=100  1\$aWoll, Cornelia.$0http://id.loc.gov/authorities/names/n2004140685$0http://viaf.org/viaf/32243844
6276576	X23	650	http://id.loc.gov/authorities/subjects/sh85032945	=650  \0$aCorporations$xPolitical activity.$0http://id.loc.gov/authorities/subjects/sh85032945
6276576	X24	650	http://id.loc.gov/authorities/subjects/sh85051682	=650  \0$aFree trade.$0http://id.loc.gov/authorities/subjects/sh85051682
6276576	X25	650	http://id.loc.gov/authorities/subjects/sh85136505	=650  \0$aTrade regulation.$0http://id.loc.gov/authorities/subjects/sh85136505
6276576	X26	650	http://id.loc.gov/authorities/subjects/sh87004890	=650  \0$aInternational trade.$0http://id.loc.gov/authorities/subjects/sh87004890
6276576	X27	650	http://id.loc.gov/authorities/subjects/sh85077890	=650  \0$aLobbying.$0http://id.loc.gov/authorities/subjects/sh85077890
6276576	X28	650	http://id.loc.gov/authorities/subjects/sh85120347	=650  \0$aService industries.$0http://id.loc.gov/authorities/subjects/sh85120347
6276576	X29	650	http://id.loc.gov/authorities/subjects/sh85018273	=650  \0$aBusiness and politics.$0http://id.loc.gov/authorities/subjects/sh85018273
6276576	X30	650	http://id.worldcat.org/fast/fst00842401	=650  \7$aBusiness and politics$2fast$0http://id.worldcat.org/fast/fst00842401
6276576	X31	650	http://id.worldcat.org/fast/fst00879898	=650  \7$aCorporations$xPolitical activity$2fast$0http://id.worldcat.org/fast/fst00879898
6276576	X32	650	http://id.worldcat.org/fast/fst00933944	=650  \7$aFree trade$2fast$0http://id.worldcat.org/fast/fst00933944
6276576	X33	650	http://id.worldcat.org/fast/fst00977128	=650  \7$aInternational trade$2fast$0http://id.worldcat.org/fast/fst00977128
6276576	X34	650	http://id.worldcat.org/fast/fst01001123	=650  \7$aLobbying$2fast$0http://id.worldcat.org/fast/fst01001123
6276576	X35	650	http://id.worldcat.org/fast/fst01113407	=650  \7$aService industries$2fast$0http://id.worldcat.org/fast/fst01113407
6276576	X36	650	http://id.worldcat.org/fast/fst01153817	=650  \7$aTrade regulation$2fast$0http://id.worldcat.org/fast/fst01153817
6277639	X25	650	http://id.loc.gov/authorities/subjects/sh2008113677	=650  \0$aWork and family$zUnited States.$0http://id.loc.gov/authorities/subjects/sh2008113677
6277639	X26	650	http://id.worldcat.org/fast/fst01026907	=650  \7$aMotherhood$2fast$0http://id.worldcat.org/fast/fst01026907
6277639	X27	650	http://id.worldcat.org/fast/fst01178507	=650  \7$aWomen scientists$2fast$0http://id.worldcat.org/fast/fst01178507
6277639	X28	650	http://id.worldcat.org/fast/fst01180235	=650  \7$aWork and family$2fast$0http://id.worldcat.org/fast/fst01180235
6277639	X29	650	http://id.worldcat.org/fast/fst01180647	=650  \7$aWorking mothers$2fast$0http://id.worldcat.org/fast/fst01180647
6277639	X30	651	http://id.worldcat.org/fast/fst01204155	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6277639	X30	651	http://id.loc.gov/authorities/names/n78095330	=651  \7$aUnited States$2fast$0http://id.worldcat.org/fast/fst01204155$0http://id.loc.gov/authorities/names/n78095330
6277639	X31	655	http://id.worldcat.org/fast/fst01423686	=655  \7$aBiography$2fast$0http://id.worldcat.org/fast/fst01423686
6277639	X32	700	http://id.loc.gov/authorities/names/no96066242	=700  1\$aMonosson, Emily.$0http://id.loc.gov/authorities/names/no96066242$0http://viaf.org/viaf/19278190
6277639	X32	700	http://viaf.org/viaf/19278190	=700  1\$aMonosson, Emily.$0http://id.loc.gov/authorities/names/no96066242$0http://viaf.org/viaf/19278190
6278414	X18	100	http://id.loc.gov/authorities/names/n94013479	=100  1\$aErne, Roland.$0http://id.loc.gov/authorities/names/n94013479$0http://viaf.org/viaf/101078822
6278414	X18	100	http://viaf.org/viaf/101078822	=100  1\$aErne, Roland.$0http://id.loc.gov/authorities/names/n94013479$0http://viaf.org/viaf/101078822
6278414	X28	650	http://id.loc.gov/authorities/subjects/sh2008123540	=650  \0$aIndustrial relations$zEuropean Union countries.$0http://id.loc.gov/authorities/subjects/sh2008123540
6278414	X29	650	http://id.worldcat.org/fast/fst00890123	=650  \7$aDemocratization$2fast$0http://id.worldcat.org/fast/fst00890123
6278414	X30	650	http://id.worldcat.org/fast/fst00971609	=650  \7$aIndustrial relations$2fast$0http://id.worldcat.org/fast/fst00971609
6278414	X31	650	http://id.worldcat.org/fast/fst00976978	=650  \7$aInternational labor activities$2fast$0http://id.worldcat.org/fast/fst00976978
6278414	X32	650	http://id.worldcat.org/fast/fst00990079	=650  \7$aLabor movement$2fast$0http://id.worldcat.org/fast/fst00990079
6278414	X33	650	http://id.worldcat.org/fast/fst00990299	=650  \7$aLabor unions$xPolitical activity$2fast$0http://id.worldcat.org/fast/fst00990299
6278414	X34	651	http://id.worldcat.org/fast/fst01269470	=651  \7$aEurope$zEuropean Union countries$2fast$0http://id.worldcat.org/fast/fst01269470
6280382	X26	650	http://id.loc.gov/authorities/subjects/sh96008124	=650  \0$aHumanitarian assistance.$0http://id.loc.gov/authorities/subjects/sh96008124
6280382	X27	650	http://id.loc.gov/authorities/subjects/sh85062912	=650  \0$aHumanitarianism.$0http://id.loc.gov/authorities/subjects/sh85062912
6280382	X28	650	http://id.loc.gov/authorities/subjects/sh85067441	=650  \0$aInternational relief.$0http://id.loc.gov/authorities/subjects/sh85067441
6280382	X29	650	http://id.worldcat.org/fast/fst00963553	=650  \7$aHumanitarian assistance$2fast$0http://id.worldcat.org/fast/fst00963553
6280382	X30	650	http://id.worldcat.org/fast/fst00963578	=650  \7$aHumanitarianism$2fast$0http://id.worldcat.org/fast/fst00963578
6280382	X31	650	http://id.worldcat.org/fast/fst00977110	=650  \7$aInternational relief$2fast$0http://id.worldcat.org/fast/fst00977110
6280382	X32	700	http://id.loc.gov/authorities/names/n91086728	=700  1\$aBarnett, Michael N.,$d1960-$0http://id.loc.gov/authorities/names/n91086728$0http://viaf.org/viaf/73923890
6280382	X32	700	http://viaf.org/viaf/73923890	=700  1\$aBarnett, Michael N.,$d1960-$0http://id.loc.gov/authorities/names/n91086728$0http://viaf.org/viaf/73923890
6280382	X33	700	http://id.loc.gov/authorities/names/n82011863	=700  1\$aWeiss, Thomas G.$q(Thomas George),$d1946-$0http://id.loc.gov/authorities/names/n82011863$0http://viaf.org/viaf/71363794
6280382	X33	700	http://viaf.org/viaf/71363794	=700  1\$aWeiss, Thomas G.$q(Thomas George),$d1946-$0http://id.loc.gov/authorities/names/n82011863$0http://viaf.org/viaf/71363794
6284391	X15	100	http://id.loc.gov/authorities/names/no2007144427	=100  1\$aVisconsi, Elliott,$d1972-$0http://id.loc.gov/authorities/names/no2007144427$0http://viaf.org/viaf/76650007
6284391	X15	100	http://viaf.org/viaf/76650007	=100  1\$aVisconsi, Elliott,$d1972-$0http://id.loc.gov/authorities/names/no2007144427$0http://viaf.org/viaf/76650007
6284391	X21	650	http://id.loc.gov/authorities/subjects/sh2008119581	=650  \0$aEnglish literature$yEarly modern, 1500-1700$xHistory and criticism.$0http://id.loc.gov/authorities/subjects/sh2008119581
6284391	X23	650	http://id.loc.gov/authorities/subjects/sh85075309	=650  \0$aLaw in literature.$0http://id.loc.gov/authorities/subjects/sh85075309
6284391	X24	650	http://id.loc.gov/authorities/subjects/sh2006001557	=650  \0$aEquity in literature.$0http://id.loc.gov/authorities/subjects/sh2006001557
6284391	X26	650	http://id.worldcat.org/fast/fst01710960	=650  \7$aEnglish literature$xEarly modern$2fast$0http://id.worldcat.org/fast/fst01710960
6284391	X27	650	http://id.worldcat.org/fast/fst01903144	=650  \7$aEquity in literature$2fast$0http://id.worldcat.org/fast/fst01903144
